,Tweet,TOkens
1005, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1006, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1007,Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016… ,"['Trump', 'Rallygoers', 'in', 'Phoenix', ':', '18', 'Percent', 'Were', 'Democrats', 'and', 'About', 'a', 'Quarter', 'Did', ""n't"", 'Vote', 'in', '2016…']"
1008, The truth that #msnbc n #CNN won’t show you!#socialism #socialismsucks #berniesanders #bernie2020 #bernie #medicaid #medica…,"['The', 'truth', 'that', '#', 'msnbc', 'n', '#', 'CNN', 'won', '’', 't', 'show', 'you', '!', '#', 'socialism', '#', 'socialismsucks', '#', 'berniesanders', '#', 'bernie2020', '#', 'bernie', '#', 'medicaid', '#', 'medica…']"
1009,#NevadaCaucus2020#NevadaCaucuses#BernieBeatsTrump#Bernie2020#Election2020,"['#', 'NevadaCaucus2020', '#', 'NevadaCaucuses', '#', 'BernieBeatsTrump', '#', 'Bernie2020', '#', 'Election2020']"
1010,oh wow🤧,"['oh', 'wow🤧']"
1011,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,"['RT', ':', 'Trump', 'Rallygoers', 'in', 'Phoenix', ':', '18', 'Percent', 'Were', 'Democrats', 'and', 'About', 'a', 'Quarter', 'Did', ""n't"", 'Vote', 'in', '2016', '…']"
1012, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1013,10 Reasons Why You Should Reject Socialism - TFP Student Actionplease read &amp; share… ,"['10', 'Reasons', 'Why', 'You', 'Should', 'Reject', 'Socialism', '-', 'TFP', 'Student', 'Actionplease', 'read', '&', 'amp', ';', 'share…']"
1014,"Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree wi… ","['Cast', 'my', 'vote', 'in', 'Texas', 'today', '.', 'In', 'good', 'faith', ',', 'I', 'can', 'not', 'support', 'a', 'frontrunner', 'who', ""'s"", 'ideals', 'I', 'fundamentally', 'disagree', 'wi…']"
1015,I'm still not over the fact that many Asian Americans criticize AY's Asian jokes via#YangGang #Election2020 #GoAxim,"['I', ""'m"", 'still', 'not', 'over', 'the', 'fact', 'that', 'many', 'Asian', 'Americans', 'criticize', 'AY', ""'s"", 'Asian', 'jokes', 'via', '#', 'YangGang', '#', 'Election2020', '#', 'GoAxim']"
1016, Here we go... flip this switch! ,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1017,#BeReady #Election2020 The #SocialMedia wars have begun. ,"['#', 'BeReady', '#', 'Election2020', 'The', '#', 'SocialMedia', 'wars', 'have', 'begun', '.']"
1018, Make your plans to be a voter in the Texas primaries.It is easy withor Brin…,"['Make', 'your', 'plans', 'to', 'be', 'a', 'voter', 'in', 'the', 'Texas', 'primaries.It', 'is', 'easy', 'withor', 'Brin…']"
1019, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1020,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,"['RT', ':', 'Trump', 'Rallygoers', 'in', 'Phoenix', ':', '18', 'Percent', 'Were', 'Democrats', 'and', 'About', 'a', 'Quarter', 'Did', ""n't"", 'Vote', 'in', '2016', '…']"
1021,2020 Presidential Election News Update🗞:Washington Post: Trump furious after officials let Americans with coronavi… ,"['2020', 'Presidential', 'Election', 'News', 'Update🗞', ':', 'Washington', 'Post', ':', 'Trump', 'furious', 'after', 'officials', 'let', 'Americans', 'with', 'coronavi…']"
1022, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1023,"Great to watchdestroy , but doesn't mean she can do it to . Trump lacks the… ","['Great', 'to', 'watchdestroy', ',', 'but', 'does', ""n't"", 'mean', 'she', 'can', 'do', 'it', 'to', '.', 'Trump', 'lacks', 'the…']"
1024," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…","['Looks', 'like', '...', 'less', 'than', '3', 'weeks', '!', '👌🏻🤣👍🏻', 'Never', 'stop', 'being', 'you', ',', '...', 'with', 'each', 'shovel', 'load', 'of', '#', 'RussianCollusion', 'you', 'heap…']"
1025, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1026," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…","['Good', 'afternoon', ',', 'patriots', '!', 'I', 'think', 'I', 'may', 'be', 'under', 'a', 'shadowban', ',', 'at', 'least', 'as', 'of', 'yesterday', '...', 'but', 'that', ""'s"", 'not', 'going', 'to', 'stop', 'm…']"
1027,#Election2020 Is anyone you know contributing to theTrump 2020 Presidential Campaign?Check the map at:… ,"['#', 'Election2020', 'Is', 'anyone', 'you', 'know', 'contributing', 'to', 'theTrump', '2020', 'Presidential', 'Campaign', '?', 'Check', 'the', 'map', 'at', ':', '…']"
1028," Bernie Sanders is not and has never been a Democrat. I put him in the category of ""kind of a nut.""… ","['Bernie', 'Sanders', 'is', 'not', 'and', 'has', 'never', 'been', 'a', 'Democrat', '.', 'I', 'put', 'him', 'in', 'the', 'category', 'of', '``', 'kind', 'of', 'a', 'nut', '.', '``', '…']"
1029, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1030," None of the above!Only Pres Donald Trump!He’s the Best!PROMISES MADE, PROMISES KEPT!!!","['None', 'of', 'the', 'above', '!', 'Only', 'Pres', 'Donald', 'Trump', '!', 'He', '’', 's', 'the', 'Best', '!', 'PROMISES', 'MADE', ',', 'PROMISES', 'KEPT', '!', '!', '!']"
1031, Trump2020 ❤❤#Election2020 GO TRUMP ,"['Trump2020', '❤❤', '#', 'Election2020', 'GO', 'TRUMP']"
1032,Let’s all believe whatever is convenient for the Bernie haters.I think we’ll get something like thedeclaring… ,"['Let', '’', 's', 'all', 'believe', 'whatever', 'is', 'convenient', 'for', 'the', 'Bernie', 'haters.I', 'think', 'we', '’', 'll', 'get', 'something', 'like', 'thedeclaring…']"
1033, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1034, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1035, Dick van Dyke is a man I grew up watching on ; but I’ve grown to love and respect him as he comes to the plate…,"['Dick', 'van', 'Dyke', 'is', 'a', 'man', 'I', 'grew', 'up', 'watching', 'on', ';', 'but', 'I', '’', 've', 'grown', 'to', 'love', 'and', 'respect', 'him', 'as', 'he', 'comes', 'to', 'the', 'plate…']"
1036, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1037, Please remember that WE did take the house back in 2018 -so please make sure that you cast your vot…,"['Please', 'remember', 'that', 'WE', 'did', 'take', 'the', 'house', 'back', 'in', '2018', '-so', 'please', 'make', 'sure', 'that', 'you', 'cast', 'your', 'vot…']"
1038, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1039, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
1040,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,"['RT', ':', 'Trump', 'Rallygoers', 'in', 'Phoenix', ':', '18', 'Percent', 'Were', 'Democrats', 'and', 'About', 'a', 'Quarter', 'Did', ""n't"", 'Vote', 'in', '2016', '…']"
1041, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1042, Here we go... flip this switch! ,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1043, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
1044, Yes. This. ,"['Yes', '.', 'This', '.']"
1045,"Wow, this poll is not representative of our country for sure","['Wow', ',', 'this', 'poll', 'is', 'not', 'representative', 'of', 'our', 'country', 'for', 'sure']"
1046, What a weak petty stoogehas become.The majority of #American voters don't like or trust you!You can'…,"['What', 'a', 'weak', 'petty', 'stoogehas', 'become.The', 'majority', 'of', '#', 'American', 'voters', 'do', ""n't"", 'like', 'or', 'trust', 'you', '!', 'You', ""can'…""]"
1047, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1048,"Fuck Putin.Fuck Trump.Fuck anyone who fucks with Our right to vote.The People, the masses, We are America.S… ","['Fuck', 'Putin.Fuck', 'Trump.Fuck', 'anyone', 'who', 'fucks', 'with', 'Our', 'right', 'to', 'vote.The', 'People', ',', 'the', 'masses', ',', 'We', 'are', 'America.S…']"
1049," Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree with (FJG and…","['Cast', 'my', 'vote', 'in', 'Texas', 'today', '.', 'In', 'good', 'faith', ',', 'I', 'can', 'not', 'support', 'a', 'frontrunner', 'who', ""'s"", 'ideals', 'I', 'fundamentally', 'disagree', 'with', '(', 'FJG', 'and…']"
1050, I'm still not over the fact that many Asian Americans criticize AY's Asian jokes via#YangGang #Electio…,"['I', ""'m"", 'still', 'not', 'over', 'the', 'fact', 'that', 'many', 'Asian', 'Americans', 'criticize', 'AY', ""'s"", 'Asian', 'jokes', 'via', '#', 'YangGang', '#', 'Electio…']"
1051,RT : #BeReady #Election2020 The #SocialMedia wars have begun. ,"['RT', ':', '#', 'BeReady', '#', 'Election2020', 'The', '#', 'SocialMedia', 'wars', 'have', 'begun', '.']"
1052, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1053," Great to watchdestroy , but doesn't mean she can do it to . Trump lacks the traces…","['Great', 'to', 'watchdestroy', ',', 'but', 'does', ""n't"", 'mean', 'she', 'can', 'do', 'it', 'to', '.', 'Trump', 'lacks', 'the', 'traces…']"
1054, Let’s all believe whatever is convenient for the Bernie haters.I think we’ll get something like thedeclaring victory…,"['Let', '’', 's', 'all', 'believe', 'whatever', 'is', 'convenient', 'for', 'the', 'Bernie', 'haters.I', 'think', 'we', '’', 'll', 'get', 'something', 'like', 'thedeclaring', 'victory…']"
1055," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…","['With', 'all', 'this', 'talk', 'about', 'so', 'many', 'candidates', 'splitting', 'the', 'delegates', ',', 'and', 'hand', 'wringing', 'about', 'what', ""'ll"", 'happen', 'when', 'it', 'comes', 'to…']"
1056, Trump2020 ❤❤#Election2020 GO TRUMP ,"['Trump2020', '❤❤', '#', 'Election2020', 'GO', 'TRUMP']"
1057, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1058,Who’s ready for the #2020Election #Election2020? This pup!Got my #Democratbandana all ready to go!… ,"['Who', '’', 's', 'ready', 'for', 'the', '#', '2020Election', '#', 'Election2020', '?', 'This', 'pup', '!', 'Got', 'my', '#', 'Democratbandana', 'all', 'ready', 'to', 'go', '!', '…']"
1059, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1060,The 2016 #Disinformation Campaign smearinghas now be converted into a new sm… ,"['The', '2016', '#', 'Disinformation', 'Campaign', 'smearinghas', 'now', 'be', 'converted', 'into', 'a', 'new', 'sm…']"
1061,,[]
1062, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1063, Will there be the same rules for trump campaign? #Election2020,"['Will', 'there', 'be', 'the', 'same', 'rules', 'for', 'trump', 'campaign', '?', '#', 'Election2020']"
1064, SCOTUS will hear arguments in Colorado faithless electors case April 28 and Little Sisters of the Poor Obamacare contracepti…,"['SCOTUS', 'will', 'hear', 'arguments', 'in', 'Colorado', 'faithless', 'electors', 'case', 'April', '28', 'and', 'Little', 'Sisters', 'of', 'the', 'Poor', 'Obamacare', 'contracepti…']"
1065,"In this #Election2020 all women(that includes Melania &amp; Ivanka) are going to vote for Bernie Sanders,because no bod… ","['In', 'this', '#', 'Election2020', 'all', 'women', '(', 'that', 'includes', 'Melania', '&', 'amp', ';', 'Ivanka', ')', 'are', 'going', 'to', 'vote', 'for', 'Bernie', 'Sanders', ',', 'because', 'no', 'bod…']"
1066, 42 new voting machines.At Chicago jails.#TheChicagoMachine#Chicago #Election2020#FridayMorning#Friday…,"['42', 'new', 'voting', 'machines.At', 'Chicago', 'jails.', '#', 'TheChicagoMachine', '#', 'Chicago', '#', 'Election2020', '#', 'FridayMorning', '#', 'Friday…']"
1067,Compelling piece...#election2020 #domocraticprimary #Primary2020 #BernieSanders #Bernie2020via,"['Compelling', 'piece', '...', '#', 'election2020', '#', 'domocraticprimary', '#', 'Primary2020', '#', 'BernieSanders', '#', 'Bernie2020via']"
1068, What a weak petty stoogehas become.The majority of #American voters don't like or trust you!You can'…,"['What', 'a', 'weak', 'petty', 'stoogehas', 'become.The', 'majority', 'of', '#', 'American', 'voters', 'do', ""n't"", 'like', 'or', 'trust', 'you', '!', 'You', ""can'…""]"
1069, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1070,Why hasn't Trump even bothered to pretend to taks such as stance as Bernie Sanders did?#election2020 #2020Election,"['Why', 'has', ""n't"", 'Trump', 'even', 'bothered', 'to', 'pretend', 'to', 'taks', 'such', 'as', 'stance', 'as', 'Bernie', 'Sanders', 'did', '?', '#', 'election2020', '#', '2020Election']"
1071, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1072, Here we go... flip this switch! ,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1073,"Hats off to Lucie LaPointe Volotzky running in CA 38th assembly district. She SEIZED THE MOMENT, during an intervie… ","['Hats', 'off', 'to', 'Lucie', 'LaPointe', 'Volotzky', 'running', 'in', 'CA', '38th', 'assembly', 'district', '.', 'She', 'SEIZED', 'THE', 'MOMENT', ',', 'during', 'an', 'intervie…']"
1074, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,"['Which', '#', 'JasonJohnson', '?', 'THIS', 'Jason', 'Johnson', '?', 'The', 'one', 'Yvette', 'Carnell', 'eviscerated', 'a', 'while', 'back', '?', '😏', '#', 'ados', '#', 'reparations', '#', 'election2…']"
1075,2020 Presidential Election News Update🗞:Roger Stone moves to disqualify judge in last-ditch bid to avoid prison… ,"['2020', 'Presidential', 'Election', 'News', 'Update🗞', ':', 'Roger', 'Stone', 'moves', 'to', 'disqualify', 'judge', 'in', 'last-ditch', 'bid', 'to', 'avoid', 'prison…']"
1076,If the 104 million Americans that were eligible-but didn't vote last election end up stayin… ,"['If', 'the', '104', 'million', 'Americans', 'that', 'were', 'eligible-but', 'did', ""n't"", 'vote', 'last', 'election', 'end', 'up', 'stayin…']"
1077,Shout out tofor applying the pressure.,"['Shout', 'out', 'tofor', 'applying', 'the', 'pressure', '.']"
1078, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1079,There is no one hope. There is only all of us deciding that we’re going to unite and GET OUT THE VOTE. Stop looking… ,"['There', 'is', 'no', 'one', 'hope', '.', 'There', 'is', 'only', 'all', 'of', 'us', 'deciding', 'that', 'we', '’', 're', 'going', 'to', 'unite', 'and', 'GET', 'OUT', 'THE', 'VOTE', '.', 'Stop', 'looking…']"
1080, 🗣👁📢𝟚𝟘𝟚𝟘: 𝕋𝕙𝕖 𝕐𝕖𝕒𝕣 𝕠𝕗 𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞#Election2020 #Vote2020 #USA #1A ,"['🗣👁📢𝟚𝟘𝟚𝟘', ':', '𝕋𝕙𝕖', '𝕐𝕖𝕒𝕣', '𝕠𝕗', '𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞', '#', 'Election2020', '#', 'Vote2020', '#', 'USA', '#', '1A']"
1081, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,"['Just', 'finished', 'an', 'amazing', 'interview', 'with', 'Rep.ahead', 'of', 'the', '#', 'Democrat', 'primary', 'this', 'week', 'for', '.', 'I', 'can', '’', '…']"
1082,This just happened #bernie #feelthebern #Bernie2020 #berniesanders2020 #Bernie2020 #voteblue #voteblue2020… ,"['This', 'just', 'happened', '#', 'bernie', '#', 'feelthebern', '#', 'Bernie2020', '#', 'berniesanders2020', '#', 'Bernie2020', '#', 'voteblue', '#', 'voteblue2020…']"
1083, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,"['Just', 'finished', 'an', 'amazing', 'interview', 'with', 'Rep.ahead', 'of', 'the', '#', 'Democrat', 'primary', 'this', 'week', 'for', '.', 'I', 'can', '’', '…']"
1084," A President who answered to Vlad Was valuable as his comrade.In a state of delusion,His Russian collusionProved his treas…","['A', 'President', 'who', 'answered', 'to', 'Vlad', 'Was', 'valuable', 'as', 'his', 'comrade.In', 'a', 'state', 'of', 'delusion', ',', 'His', 'Russian', 'collusionProved', 'his', 'treas…']"
1085,Waiting onandto do multiple reports about #BloombergBots trying to meddle with the… ,"['Waiting', 'onandto', 'do', 'multiple', 'reports', 'about', '#', 'BloombergBots', 'trying', 'to', 'meddle', 'with', 'the…']"
1086," Damn, I've been had! Praising #Mike2020 daily4free! I must be #Patriot! Don't want2lose #Election2020! #Russians helping #B…","['Damn', ',', 'I', ""'ve"", 'been', 'had', '!', 'Praising', '#', 'Mike2020', 'daily4free', '!', 'I', 'must', 'be', '#', 'Patriot', '!', 'Do', ""n't"", 'want2lose', '#', 'Election2020', '!', '#', 'Russians', 'helping', '#', 'B…']"
1087," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…","['With', 'all', 'this', 'talk', 'about', 'so', 'many', 'candidates', 'splitting', 'the', 'delegates', ',', 'and', 'hand', 'wringing', 'about', 'what', ""'ll"", 'happen', 'when', 'it', 'comes', 'to…']"
1088,Waiting onandto do multiple reports about #BloombergBots trying to meddle with the… ,"['Waiting', 'onandto', 'do', 'multiple', 'reports', 'about', '#', 'BloombergBots', 'trying', 'to', 'meddle', 'with', 'the…']"
1089," We all need to help Donald Trump out. Out of office, that is. He needs to be overwhelmingly defeate… ","['We', 'all', 'need', 'to', 'help', 'Donald', 'Trump', 'out', '.', 'Out', 'of', 'office', ',', 'that', 'is', '.', 'He', 'needs', 'to', 'be', 'overwhelmingly', 'defeate…']"
1090,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,"['RT', ':', 'Trump', 'Rallygoers', 'in', 'Phoenix', ':', '18', 'Percent', 'Were', 'Democrats', 'and', 'About', 'a', 'Quarter', 'Did', ""n't"", 'Vote', 'in', '2016', '…']"
1091,Always thought American political colours counter-intuitive.The left of centre party - BlueThe right of centre… ,"['Always', 'thought', 'American', 'political', 'colours', 'counter-intuitive.The', 'left', 'of', 'centre', 'party', '-', 'BlueThe', 'right', 'of', 'centre…']"
1092," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…","['Chris', 'Love', 'is', 'a', 'prominent', ',', 'black', ',', 'female', ',', 'Arizona-based', 'attorney', ',', 'public', 'activist', ',', 'and', 'member', 'of', '.', 'She', 'came…']"
1093,"Bernie attacked Planned Parenthood, voted against the Brady bill, attacks the media, attacks the democratic party,… ","['Bernie', 'attacked', 'Planned', 'Parenthood', ',', 'voted', 'against', 'the', 'Brady', 'bill', ',', 'attacks', 'the', 'media', ',', 'attacks', 'the', 'democratic', 'party', ',', '…']"
1094,🇺🇸 Democracy is not a spectator sport. Please watch this brilliant interview withto learn exactly ho… ,"['🇺🇸', 'Democracy', 'is', 'not', 'a', 'spectator', 'sport', '.', 'Please', 'watch', 'this', 'brilliant', 'interview', 'withto', 'learn', 'exactly', 'ho…']"
1095, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
1096,♥️🤣#SesameStreet #CookieMonster #Election2020,"['♥️🤣', '#', 'SesameStreet', '#', 'CookieMonster', '#', 'Election2020']"
1097," Bernie attacked Planned Parenthood, voted against the Brady bill, attacks the media, attacks the democratic party, suppo…","['Bernie', 'attacked', 'Planned', 'Parenthood', ',', 'voted', 'against', 'the', 'Brady', 'bill', ',', 'attacks', 'the', 'media', ',', 'attacks', 'the', 'democratic', 'party', ',', 'suppo…']"
1098," Bernie attacked Planned Parenthood, voted against the Brady bill, attacks the media, attacks the democratic party, suppo…","['Bernie', 'attacked', 'Planned', 'Parenthood', ',', 'voted', 'against', 'the', 'Brady', 'bill', ',', 'attacks', 'the', 'media', ',', 'attacks', 'the', 'democratic', 'party', ',', 'suppo…']"
1099, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,"['Which', '#', 'JasonJohnson', '?', 'THIS', 'Jason', 'Johnson', '?', 'The', 'one', 'Yvette', 'Carnell', 'eviscerated', 'a', 'while', 'back', '?', '😏', '#', 'ados', '#', 'reparations', '#', 'election2…']"
1100," [PROGRAMME : La roche, ville responsable]Quelles actions 💪pour l'agriculture ?▶️Acquérir des terres agricoles en partenari…","['[', 'PROGRAMME', ':', 'La', 'roche', ',', 'ville', 'responsable', ']', 'Quelles', 'actions', '💪pour', ""l'agriculture"", '?', '▶️Acquérir', 'des', 'terres', 'agricoles', 'en', 'partenari…']"
1101," [PROGRAMME : La roche, ville responsable]Quelles actions 💪pour la qualité de l’air ?▶️Mettre en place un plan de déplaceme…","['[', 'PROGRAMME', ':', 'La', 'roche', ',', 'ville', 'responsable', ']', 'Quelles', 'actions', '💪pour', 'la', 'qualité', 'de', 'l', '’', 'air', '?', '▶️Mettre', 'en', 'place', 'un', 'plan', 'de', 'déplaceme…']"
1102,RT : Iranians across the country cast their votes to elect the new290-member parliament and choose replacements for seven d…,"['RT', ':', 'Iranians', 'across', 'the', 'country', 'cast', 'their', 'votes', 'to', 'elect', 'the', 'new290-member', 'parliament', 'and', 'choose', 'replacements', 'for', 'seven', 'd…']"
1103,#Trump opts to buy #Election2020 votes from underwater #American farmers with government handouts. #QuidProQuo… ,"['#', 'Trump', 'opts', 'to', 'buy', '#', 'Election2020', 'votes', 'from', 'underwater', '#', 'American', 'farmers', 'with', 'government', 'handouts', '.', '#', 'QuidProQuo…']"
1104,Bloomberg must crush Bernie for any chance of beating Trump - New York Daily News. #Bloomberg #Bernie2020… ,"['Bloomberg', 'must', 'crush', 'Bernie', 'for', 'any', 'chance', 'of', 'beating', 'Trump', '-', 'New', 'York', 'Daily', 'News', '.', '#', 'Bloomberg', '#', 'Bernie2020…']"
1105, Bernie Sanders is a complete whack job as is his followers!Get ur cameras ready for the #Election2020 meltdowns after …,"['Bernie', 'Sanders', 'is', 'a', 'complete', 'whack', 'job', 'as', 'is', 'his', 'followers', '!', 'Get', 'ur', 'cameras', 'ready', 'for', 'the', '#', 'Election2020', 'meltdowns', 'after', '…']"
1106,RT : BREAKING: Liberal journalist ejected from Trump Rally. A first amendment violation by a fascist regime.…,"['RT', ':', 'BREAKING', ':', 'Liberal', 'journalist', 'ejected', 'from', 'Trump', 'Rally', '.', 'A', 'first', 'amendment', 'violation', 'by', 'a', 'fascist', 'regime.…']"
1107,"Lucie Volotzky,, Republican candidate for CA 38th assembly seat SEIZED THE MOMENT, during… ","['Lucie', 'Volotzky', ',', ',', 'Republican', 'candidate', 'for', 'CA', '38th', 'assembly', 'seat', 'SEIZED', 'THE', 'MOMENT', ',', 'during…']"
1108, the do nothing PresidentIs not working instead he's yapping about #RussianInterference in the #Electi…,"['the', 'do', 'nothing', 'PresidentIs', 'not', 'working', 'instead', 'he', ""'s"", 'yapping', 'about', '#', 'RussianInterference', 'in', 'the', '#', 'Electi…']"
1109, Iowa radio host Jeff Stein explains what went wrong in the #iowacaucuses2020 and why Nevada may suffer the same fate. #Elec…,"['Iowa', 'radio', 'host', 'Jeff', 'Stein', 'explains', 'what', 'went', 'wrong', 'in', 'the', '#', 'iowacaucuses2020', 'and', 'why', 'Nevada', 'may', 'suffer', 'the', 'same', 'fate', '.', '#', 'Elec…']"
1110,Are you kidding me?? #election2020 can’t come fast enough,"['Are', 'you', 'kidding', 'me', '?', '?', '#', 'election2020', 'can', '’', 't', 'come', 'fast', 'enough']"
1111, Go caucus. Find your site here: If you wanna know why you have to go to the site in your neig…,"['Go', 'caucus', '.', 'Find', 'your', 'site', 'here', ':', 'If', 'you', 'wan', 'na', 'know', 'why', 'you', 'have', 'to', 'go', 'to', 'the', 'site', 'in', 'your', 'neig…']"
1112, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,"['Which', '#', 'JasonJohnson', '?', 'THIS', 'Jason', 'Johnson', '?', 'The', 'one', 'Yvette', 'Carnell', 'eviscerated', 'a', 'while', 'back', '?', '😏', '#', 'ados', '#', 'reparations', '#', 'election2…']"
1113,So how is Russia helping Bernie and Trump? That doesn't make a lick of sense. I think thats a fissinformation campa… ,"['So', 'how', 'is', 'Russia', 'helping', 'Bernie', 'and', 'Trump', '?', 'That', 'does', ""n't"", 'make', 'a', 'lick', 'of', 'sense', '.', 'I', 'think', 'thats', 'a', 'fissinformation', 'campa…']"
